ID	Text	Label	Explanation
1240	"Sorry I missed you.  Please call and ask to interrupt me.   Thanks.  Mark



	Steve C Hall
	04/23/2001 10:24 AM
		 
		 To: Mark E Haedicke/HOU/ECT@ECT
		 cc: 
		 Subject: Tying up some loose ends

Mark,

Good morning.  

Do you have some time today or tomorrow to go over a few last details about 
the job?  I have questions about (1) post-remodeling office location, (2) 
payment of professional dues, CLE expenses, and (3) vacation for this year.

Thanks,

Steve"	NOT SENSITIVE	
1241	"Here are two versions of the direct access language.  The first one is the
more heaviliy edited version suggested by AES's lobbyist, with our changes.

 <<X23041.DOC>>



The second one is our original edits which just insert language in the bill
and try to avoid wholesale changes in the language.
The only real difference in the bills is that the AES version specifies 5%
market share for core in year one and 2% more each year thereafter (which we
know DWR will oppose), while our version specifies that core can have at
least the same amount of load growth and therefore room to elect DA service
as the load growth from last year, and that negative load growth cannot
reduce the DA market for residentials.


 <<X23044.DOC>>


Bev, please tell me which version you gave to whom.  I also have versions
without the redlining if you want them.  I am still working on the
comparison document.  Thanks, Mike

 - X23041.DOC
 - X23044.DOC"	SENSITIVE	The text contains proprietary business information, including details about legislative language, market share specifications, and specific company lobbying efforts. This information could be sensitive and should not be publicly disclosed.
1242	"Shirley,

Please, forward my bio to Crystal.

Vince


---------------------- Forwarded by Vince J Kaminski/HOU/ECT on 02/11/2000 
08:34 AM ---------------------------


Crystal Barry <CBARRY@IIRLTD.CO.UK> on 02/09/2000 05:05:17 AM
To: Vince J Kaminski/HOU/ECT@ECT
cc:  
Subject: The Real Options Conference



Dear Vince,

As the above event is drawing closer, I thought I would write a quick email 
to finalise a few things with you.  I understand that you would like a guest 
to attend, please can you let me know their name and job title.  Also, if you 
could send me your conference checklist I would appreciate it, so that I can 
finalise details with my audio visual company.

In the meantime, if there is anything I can do for you, please do not 
hesitate to let me know on 0171-915-5116.

Kind Regards
Crystal"	SENSITIVE	This email contains personal and business-sensitive details, including a phone number and a request for a conference checklist, which should not be publicly disclosed.
1243	"One of your friends sent this email through our website.
Friend's name: Angela Barnett
Friend's IP address: 192.152.140.9
Date and Time: 11/30/00 6:36:50 AM EST
See the bottom of this message to report abuse.


Hi,

Angela Barnett would like you to see this Web page:

http://www.daily-blessings.com/ch4p.htm

check this out!  :)

================================================
Angela Barnett also included this note:


================================================



Win a Billion Dollars!
Win a Billion Dollars!
Win a Billion Dollars!
Win a Billion Dollars!

go to:
http://mailbits.net/grab/taf.asp
<a href=""http://mailbits.net/grab/taf.asp"">Win a Billion Dollars !!!</a>




____
***IMPORTANT NOTE***

This is a free service provided by MailBits.com.
Compared to regular email, this is a better way to
recommend a website to your friends. That's because
information about the sender of the message is included
to prevent and catch abuse of the system.

To report abuse of this service: abuse-taf@mailbits.com"	SENSITIVE	This email contains explicit sensitive information such as the friend's name, Angela Barnett, and her IP address, 192.152.140.9, which could lead to privacy risks and potential misuse. Additionally, the email includes a link to a website that could potentially be a phishing attempt or lead to security risks.
1244	"The CPUC still plans to vote on suspending DA on Thursday but a few new twists:

The State Treasurer announced last week that the State has no cash flow crisis and has adequate cash reserves and short-term borrowing capacity to last until the end of the fascal year in 2002 (we think July ends the fiscal year)
President of Senate says at press conference on Monday that he intends to ask CPUC to study how to provide DA while still protecting small customers (letter not yet written)
Enron's coalitions, AReM and WPTF, filed a motion at the CPUC today saying:

	-- do not suspend DA -- no longer an emergency
	-- begin immediate hearings to establish financial structure for continuing DA

Coalition of water agencies files independently today saying -- do not suspend, no longer an emergency


Stay tuned"	SENSITIVE	The text contains information about financial reserves, short-term borrowing capacity, and discussions about providing direct access (DA) while protecting small customers. These details are related to financial and regulatory matters and should be considered sensitive.
1245	"John, I truly appreciate your message and your support.  All the best. Jim

 -----Original Message-----
From: 	""Keffer, John"" <JKeffer@KSLAW.com>@ENRON  
Sent:	Thursday, November 08, 2001 11:49 AM
To:	Derrick Jr., James
Subject:	Thoughts

Jim-I just wanted you to know that you are in my mind during these difficult
times.  I know how disappointing this all must be to you, but know that you
have a lot of friends supporting you.

Regards

John



                    Confidentiality Notice
This message is being sent by or on behalf of a lawyer.  It is intended exclusively for the individual or entity to which it is addressed.  This communication may contain information that is proprietary, privileged or confidential or otherwise legally exempt from disclosure.  If you are not the named addressee, you are not authorized to read, print, retain, copy or disseminate this message or any part of it.  If you have received this message in error, please notify the sender immediately by e-mail and delete all copies of the message."	SENSITIVE	This message contains legal information and is marked as confidential, indicating that it contains privileged or proprietary information that is legally exempt from disclosure. Therefore, it should not be publicly disclosed.
1246	"Attached please find the proposed Letter of Understanding and the Attachment 
2 Initial Organization Chart for your review and comment.  



Shonnie L. Daniel
Assistant General Counsel
Enron North America Corp.
1400 Smith Street, Suite 3871
Houston, Texas  77002-7361
(713) 853-1463 phone
(713) 646-3490 fax
Shonnie.daniel@enron.com

This e-mail (and any attachment(s) hereto) is intended only for use by the 
addressee(s) named herein and may contain legally privileged and/or 
confidential information.  If you are not the intended recipient of this 
e-mail, you are hereby notified that any dissemination, distribution or 
copying of this e-mail (and any attachment(s) hereto) is strictly prohibited."	SENSITIVE	This email contains explicit sensitive information such as the sender's full name, job title, company name, work address, phone number, fax number, and email address, all of which are personal and business-sensitive details that should not be publicly disclosed. Additionally, the disclaimer at the end suggests the presence of legally privileged and/or confidential information, making it sensitive.
1247	"Coat- 44R
Waist- 36R
Out Seam - 42
Neck - 16 1/2
Sleeve - 35
Shoes - 10

The KID!

 -----Original Message-----
From: 	""Wenta, Phillip"" <WentaPB@phoenix-cement.com>@ENRON [mailto:IMCEANOTES-+22Wenta+2C+20Phillip+22+20+3CWentaPB+40phoenix-cement+2Ecom+3E+40ENRON@ENRON.com] 
Sent:	Tuesday, July 03, 2001 2:56 PM
To:	Matt Burke (E-mail); Eric & Julee Goodman (E-mail); Carson, Mike
Subject:	Tux Sizings

Gents - Would you please do me the favor of getting me your tux sizings
ASAP.  I need to get the order in for the wedding this week.  Thanks
Guys.....pbw

Phillip Wenta
Sales & Business Development
Phoenix Cement Co.
916.677.1711 (office)
916.677.1811 (fax)"	SENSITIVE	The email contains explicit personal information such as clothing sizes and contact details, which could be used for unauthorized purposes or privacy risks.
1248	"Molly,

Yes, March 1 would work.

Vince


   
	Enron North America Corp.
	
	From:  Molly Magee                           01/16/2001 03:36 PM
	

To: Vince J Kaminski/HOU/ECT@ECT
cc:  
Subject: Fed Ex from Iris

Just checking to be sure you're okay with a March 1 start date for Iris?

Molly
---------------------- Forwarded by Molly Magee/HOU/ECT on 01/16/2001 03:35 
PM ---------------------------
   
	Enron Capital & Trade Resources Corp.
	
	From:  ""iris mack"" <irismmack@hotmail.com>                           
01/16/2001 03:13 PM
	

To: molly.magee@enron.com, Vince.J.Kaminski@enron.com
cc:  
Subject: Fed Ex from Iris


Hi,

     Thanks for the Fed Ex with the offer letter, and other pertinent
information about Enron.

     I have signed the letter and returned it to you, along with a couple of
other forms.  You should receive these documents via Fed Ex on tomorrow
morning.

     Because I have to tie up a few loose ends here in California, I won't
be able to start until March 1st.  I hope that is okay.

     Thanks so much.

Regards,
Iris
_________________________________________________________________
Get your FREE download of MSN Explorer at http://explorer.msn.com"	SENSITIVE	This email contains explicit personal information such as full names, email addresses, and a start date for a new job, all of which can lead to privacy risks and potential misuse.
1249	"rick, have a good holiday - John and I appreciate the support you and your 
group have provided.

regards
Delainey
---------------------- Forwarded by David W Delainey/HOU/ECT on 12/22/2000 
02:01 PM ---------------------------
From: Rick Buy on 12/22/2000 01:49 PM
To: David W Delainey/HOU/ECT@ECT
cc:  
Subject: Re: Portfolio/Charter Review  

excellent!!!!!"	NOT SENSITIVE	
1250	"Thanks Lee.  Never mind on the list, I didn't realize that they were deal specific.

Mark



 -----Original Message-----
From: 	Huber, Lee  
Sent:	Monday, November 12, 2001 5:26 PM
To:	McConnell, Mark
Subject:	RE: Aquila Confidentiality Agreement

your WHEREAS clause is fine.
We can develop a list but again it usually  only covers a specific transaction

 -----Original Message-----
From: 	McConnell, Mark  
Sent:	Monday, November 12, 2001 4:58 PM
To:	Huber, Lee
Subject:	RE: Aquila Confidentiality Agreement


I'll change the ""Transaction"" definition and the first WHEREAS to:

WHEREAS.....relating to the possible purchase by Transwestern of Company's weather derivative product (the ""Transaction"").  Is this okay?

When I was working on the VOD team at EBS, we talked with so many companies (as did other groups within EBS).  It was handy to know who was tied to us with a conf. agreement.  I thought it might be helpful here too. 


 -----Original Message-----
From: 	Huber, Lee  
Sent:	Monday, November 12, 2001 4:15 PM
To:	McConnell, Mark
Subject:	RE: Aquila Confidentiality Agreement

You need to change the definition of Transaction in the first WHEREAS clause and then you can send it.

I could put together a list we have copies of them in the legal dept.  What do you want to use the list for??

 -----Original Message-----
From: 	McConnell, Mark  
Sent:	Monday, November 12, 2001 4:07 PM
To:	Huber, Lee
Subject:	Aquila Confidentiality Agreement


Lee,

I made the changes to the Duke confidentiality agreement that you sent me, basically just the name changes.  Is there anything else I need to do, or can I just print this out and send it to them?  Please let me know.

Also,  Is there a list of companies that have a confientiality agreement with Transwestern?

 << File: Aquila confident 11-01.doc >> 


Mark McConnell
Transwestern Pipeline Company
713-345-7896   office
713-822-4862   cell
713-646-2551   fax
mark.mcconnell@enron.com"	SENSITIVE	The email contains personal information such as full name, contact numbers, and email address, all of which can lead to privacy risks and potential misuse. Additionally, it contains references to a confidentiality agreement and a list of companies with whom the sender has a confidentiality agreement, which is proprietary business information.
1251	"Dear Mr. Skilling,

	My name is Chris Weekley and I am David and Bonnie Weekley's son.   I am
writing because I am in search of a summer internship (paid or non-paid).  I
recently had out of town plans fall through and this is why I am beginning
this process seemingly late.  I am a junior at Vanderbilt University and I am
majoring in Human and Organization Development with a focus on Leadership
Effectiveness.  This major studies organizations and the human interactions
that allow them to effectively operate.  I have taken various courses in
organizational theory, economics and human relations.   I think it would be a
great opportunity for me to gain experience within Enron.  I would be more
than happy with any type of job from research to customer relations.  For the
first three weeks of summer I will be a counselor at a Christian sports camp
leaving me available from June 11th until August 8th.  I am trying to tie
something down in the next few days prior to my departure for camp if at all
possible.  Thank you so much for your time and consideration.

Sincerely,

Chris Weekley
christopher.d.weekley@vanderbilt.edu
713-973-0690"	SENSITIVE	This text contains explicit personal information such as full name, email address, and phone number, all of which can lead to privacy risks and potential misuse. Additionally, the mention of the specific dates of availability and the counselor role at a Christian sports camp could reveal personal habits and affiliations, which could lead to unintended inferences or privacy risks.
1252	"----- Forwarded by Tana Jones/HOU/ECT on 08/15/2000 01:39 PM -----

	Tom Moran
	08/11/2000 02:10 PM
		 
		 To: Camille Gerard/Corp/Enron@ENRON, Jarrod Cyprow/HOU/ECT@ECT, Michelle 
Bruce/HOU/ECT@ECT, Mary G Gosnell/HOU/ECT@ECT, Samuel Schott/HOU/ECT@ECT, 
Adnan Patel/Corp/Enron@ENRON, Tanya Rohauer/HOU/ECT@ECT, Paul 
Radous/Corp/Enron@ENRON, Tom Moran/HOU/ECT@ECT, Bradley Diebner/HOU/ECT@ECT, 
Tana Jones/HOU/ECT@ECT, Karen Lambert/HOU/ECT@ECT, Stacey 
Richardson/HOU/ECT@ECT
		 cc: 
		 Subject: Clickpaper Credit Approvals 8/11/00


Attached are the Clickpaper Credit Approvals for 8/11/00.



Regards,
tm"	NOT SENSITIVE	
1253	"Attached is a revised version of the ETA omitting the distinction between 
transactions on Match and transactions on Trade.   If Enron is the only party 
permitted to post product on Match, there is no need for the special rules 
that we drafted for what was previously a ""many-to-many"" matching site.  
However, we will need to develop a different set of GTCs for transactions 
that Enron closes on Match, since the products transacted on Match are not 
likely to be the type that lend themselves to Enron's standard GTCs.

      

Travis McCullough
Enron North America Corp.
1400 Smith Street EB 3817
Houston Texas 77002
Phone:  (713) 853-1575
Fax: (713) 646-3490"	SENSITIVE	This text contains personal information such as the full name, company name, job title, work address, phone number, and fax number, all of which can lead to privacy risks and potential misuse.
1254	"P.S. http://enaresearch.dev.corp.enron.com
---------------------- Forwarded by Mike A Roberts/HOU/ECT on 01/09/2001 
01:11 PM ---------------------------
   
	
	
	From:  Mike A Roberts                           01/09/2001 01:13 PM
	

To: Vince J Kaminski/HOU/ECT@ECT, Stinson Gibner/HOU/ECT@ECT, Vasant 
Shanbhogue/HOU/ECT@ECT, Osman Sezgen/HOU/EES@EES, Maureen 
Raymond/HOU/ECT@ECT, Tanya Tamarchenko/HOU/ECT@ECT, Zimin Lu/HOU/ECT@ECT, 
Jose Marquez/Corp/Enron@ENRON, Stephen Bennett/NA/Enron@ENRON, William 
Smith/Corp/Enron@ENRON, Elena Chilkina/Corp/Enron@Enron, Steve 
Bigalow/NA/Enron@Enron
cc:  
Subject: 

 Everybody,

As Vince suggested, I made a topical allocation of our new website for 
quality control.  Can you please check out in detail, and put through the 
paces, the following list?  

Weather   Mike 

Links    Maureen

Technical Analysis  Steve Bigalow

Options Library   Zimin (this is a big one!!)

European Weather  Jose

Agricaltural Weather  Jose (be sure and run spell check!!!)

Weather Derivatives  Stephen

Presentations   Tanya

Nuclear Outage Updates  Sam 

FX and Sovergn Risk  Maureen

Industry Analysis   Vasant

Publications   Osman

Research Intelligence  Stinson

Hot Button #8   Vince 

Thanks, just email me with any problems or ideas for adds/changes


- - - Mike"	SENSITIVE	This email contains a list of names and professional roles, which can be considered as subtle (inferred) sensitive information. The professional roles and affiliations could lead to unintended inferences or privacy risks, especially in a business context.
1255	"---------------------- Forwarded by Darron C Giron/HOU/ECT on 08/07/2000 
03:27 PM ---------------------------
   
	Enron North America Corp.
	
	From:  Victor Guggenheim                           07/25/2000 12:58 PM
	

To: Darron C Giron/HOU/ECT@ECT
cc:  
Subject: 


---------------------- Forwarded by Victor Guggenheim/HOU/ECT on 07/25/2000 
12:56 PM ---------------------------


Greg Couch
07/24/2000 05:12 PM
To: Victor Guggenheim/HOU/ECT@ECT
cc:  
Subject:"	NOT SENSITIVE	
1256	"I got this message for a contractor that might be interested in working with 
us on the lateral.  Steve Thome had good luck with them on a water line and 
wanted to pass the name along.  He also called and mentioned a guy who is 
with an Enron affiliate - Northern Border - and is interested in a pipeline 
spur as well.  His phone number is 303-575-6479.  May be helpful to keep it 
in the Enron family.


---------------------- Forwarded by Rusty Stevens/Corp/Enron on 05/09/2001 
02:49 PM ---------------------------
From: Stephen Thome/ENRON@enronXgate on 05/08/2001 10:10 AM
To: Rusty Stevens/Corp/Enron@ENRON
cc:  

Subject: Pipeline Contractors

Rusty,

Here is the contact for our pipeline contractor:

Clark Ashton
Rooney Engineering
1418 Millstream Lane
Salt Lake City, UT 84106

801-463-7981 

Clark is the business development guy.  He is well connected in the power 
industry (he used to work for NEPCo).  I believe Rooney specializes in 
pipeline installation - they certainly are extremely knowledgeable.  I 
suggest you contact Clark to find out more.  

Steve"	SENSITIVE	This message contains personal information such as the full name, company name, physical address, and phone number, all of which can lead to privacy risks and potential misuse. Additionally, it mentions an Enron affiliate, Northern Border, which could be considered proprietary business information.
1257	"-----Original Message-----
From: Griffin, James P [mailto:jgriffin@mtpower.com]
Sent: Friday, November 30, 2001 9:54 AM
To: Whitt, Mark
Cc: 'scott.holloway@eprime.com'
Subject: MPC Dry Creek Storage Inventory Transfer


Mark and Scott,

Attached is a letter that covers the inventory transfer.

If it's a go please revise as necessary sign and fax.

Thanks.

Jim Griffin
Manager, Gas Transmission Marketing
Montana Power Company
40 East Broadway
Butte, MT  59701
Phone:  406-497-2806
Fax:      406-497-2054
Email: jgriffin@mtpower.com <mailto:jgriffin@mtpower.com> 


 <<Storage Inventory Transfer.doc>>"	SENSITIVE	This email contains personal and business-sensitive details, including the sender's full name, job title, company name, physical address, phone number, fax number, and email address. These details should not be publicly disclosed.
1258	"Ellen,

Attached is the confirmation for sept. for the city of pasadena prepared by legal.  Let me know if you have any questions.

Thanks,

Kim

 -----Original Message-----
From: 	Dickson, Stacy E.  
Sent:	Wednesday, August 29, 2001 2:27 PM
To:	'sendo@ci.pasadena.ca.us'
Cc:	Ward, Kim S (Houston)
Subject:	Transaction Agreement for September 2001

Per the request of Kim Ward, attached please find the transaction agreement covering your deal with Enron North America Corp. for September 2001.  Please contact me should you have any questions.

Stacy Dickson Granmayeh
Senior Counsel
Enron North America Corp.
1400 Smith Street, EB 3879
Houston, Texas  77002

Phone (713) 853-5705
Fax (713) 646-3490
Stacy.E.Dickson@enron.com"	SENSITIVE	This email contains legal information, including a transaction agreement, prepared by legal, and contact details for a senior counsel at Enron North America Corp. These details are proprietary business information and should not be publicly disclosed.
1259	"World events and resulting airline-industry actions have led us to reconsider the timing of our annual forum. To allow participants to focus on what needs to be done in the recovery from September 11, and to avoid distraction, we have decided to reschedule our Annual Pricing and Revenue Optimization Conference -- originally scheduled during the week of November 4-8, 2001 -- to March 3-7, 2002.

With the four-month delay, we respectfully request that you renew all current conference registrations.  We will continue to communicate news of the conference through e-mail and via our website www.prosRM.com.   We welcome your participation and look forward to seeing you at the event.

Please do not hesitate to contact us if you need assistance.  

Best Regards,


Andrea Balfour
Conference Coordinator
PROS Revenue Management"	NOT SENSITIVE	
1260	"Have you guys looked into this or shall I?  Let me know.  Thanks.
---------------------- Forwarded by Mona L Petrochko/NA/Enron on 07/25/2001 08:47 AM ---------------------------


Steven Moss <4010@pacbell.net> on 07/24/2001 05:38:32 PM
To:	""\""Mona_L_Petrochko\"" <""
cc:	 

Subject:	San Francisco Community Power Cooperative

Mona,
 
Any luck finding someone for us to talk to about the co-op?
 
Steven"	NOT SENSITIVE	
1261	"Home: 281-288-8251
Cell: 281-503-8732

Cell will be the best way to contact me.  I will be out Thurs and Fri of this week.

D

 -----Original Message-----
From: 	Vuittonet, Laura  
Sent:	Wednesday, December 12, 2001 11:12 AM
To:	Bass, Eric; Baumbach, David; Bryan, Gary; Buss, Jd; Denetsosie, Troy; Farmer, Daren J.; Hull, Bryan; Knippa, Mark; Larubbio, Morris; Martin, Thomas A.; Olsen, Michael; Parks, Joe; Redmond, Brian; Roberts, Linda; Salinas, Michael; Schwieger, Jim; Weldon, V. Charles
Subject:	Need Phone Numbers Please!

For those of you who plan on taking vacation this week, please provide me with a number where you can be reached, just in case we need to reach you.

Thanks!
Laura"	SENSITIVE	This message contains personal phone numbers (home and cell) of individuals, which should not be publicly disclosed.
1262	"There will be a Quarterly Legal Review (QLR) for the Financial Trading group 
with Mark Haedicke on Wednesday, June 6, 2001, from 3:00 to 5:00 p.m. in 
EB38C2.  Please plan to attend.  Thank you.


Janette Elbertson
Enron Wholesale Services
Legal Department - EB3326
Telephone:  (713) 853-7906
Fax:  (713) 646-2600
janette.elbertson@enron.com"	SENSITIVE	This message contains explicit sensitive information such as the date and location of the Quarterly Legal Review, as well as personal contact details including the telephone number, fax number, and email address. All of these details could lead to privacy risks and potential misuse.
1263	"Fyi
--------------------------------
Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net)


-----Original Message-----
From: Hutchison, Ray <rhutchison@velaw.com>
To: Dilg, Joe <jdilg@velaw.com>
Sent: Thu Dec 07 14:12:26 2000
Subject: SMU Application

Joe:

I'm back in Dallas and have not received the information re the student
application to SMU. I will wait to hear from you with details.

Ray H.
          ++++++CONFIDENTIALITY NOTICE+++++
The information in this email may be confidential and/or privileged.  This
email is intended to be reviewed by only the individual or organization
named above.  If you are not the intended recipient or an authorized
representative of the intended recipient, you are hereby notified that any
review, dissemination or copying of this email and its attachments, if any,
or the information contained herein is prohibited.  If you have received
this email in error, please immediately notify the sender by return email
and delete this email from your system.  Thank You"	SENSITIVE	This email contains a confidentiality notice, indicating that the information may be confidential and/or privileged. It also includes a request for specific details related to a student application, which suggests access to potentially sensitive educational information.
1264	"Kim,

As promised, here are all the files I have on California entities' gas 
assets/contracts.  I have summarized what they are below.  Some of the data 
is old; however, I think most of it largely reflects current usage, etc.....



1.  GS_ACCRD:  Palo Alto gas load summary.
2,  SMUD Assets & Load
3.  CA-Power-Plants:  summary of all generation assets in California
4   DWP Gas Assets:  Summary of gas Transport Assets & Contracts
5.  gas consumption:  LADWP historical gas use
6.  Gas Fired Resources:   LADWP's Asset Summary
7.  Glendale Loads..:  Generation Asset Summary
8.  LOADPROF:  City of Long Beach Historical Load Data
9.  Prepay:  Summary of Quantities & Physical Delivery Premiums
10.  Santa Clara's Generation Asset Summary
11.  Usage History:  1998 Pasadena Gas Data

Laird"	SENSITIVE	This text contains proprietary business information related to gas assets and contracts for various entities in California, which should not be publicly disclosed.
1265	"Dear Friends and Colleagues,

This note is to inform you that I have joined El Paso Merchant
Energy in their Global LNG Division reporting to Rob Bryngelson, Managing
Director, Business Development.

Please note my new contact information below.

Kurt Lindahl
Sr. Vice President, Origination
El Paso Global LNG
P.O.Box 2511
Houston, Tx  77252-2511
713 420 3675(Office)
713 420 3173 (Office Fax)
832 347 2503 (Mobile)
Kurt.Lindahl@elpaso.com



******************************************************************
This email and any files transmitted with it from the ElPaso
Corporation are confidential and intended solely for the
use of the individual or entity to whom they are addressed.
If you have received this email in error please notify the
sender.
******************************************************************"	SENSITIVE	This email contains explicit sensitive information such as the individual's full name, job title, company name, new contact information including office phone, office fax, and mobile numbers, as well as the company's confidential disclaimer. All of these details can lead to privacy risks and potential misuse.
1266	"---------------------- Forwarded by Mike McConnell/HOU/ECT on 04/09/2001 
04:36 PM ---------------------------


""Poling, Doug"" <Poling@WESTPORT.MSMAIL.AIGFPC.COM> on 04/09/2001 03:08:09 PM
To: ""'Mike.McConnell@enron.com'"" <Mike.McConnell@enron.com>
cc:  
Subject: RE: Our Synfuel deal

Hi Mike.  The tournament was great to watch on tv, so it must have been
terrific to be there.  I feel badly for Duval.  He played his heart out and
Tiger gave him an opening, but he just couldn't convert.  I will definitely
let you know when I am next in Houston; it would be fun to hit the links
again together.  Similarly, if you are in New York and have some extra time,
please let me know.

Our email address at home is poling@optonline.net.   Jennifer told me that
she tried to email Chris a couple of days ago; I have given her your home
email again to make sure that she has the right address.
-----Original Message-----
From: Mike.McConnell@enron.com [mailto:Mike.McConnell@enron.com]
Sent: Monday, April 09, 2001 1:37 PM
To: Poling@WESTPORT.MSMAIL.AIGFPC.COM
Subject: Re: Our Synfuel deal



Doug,

The Masters was great and of course you were right, the course was
magnificent.  This is my 4th trip down and I'm going to try and not ever
miss the tournament (but of course I haven't played it!).  The azaleas were
not at max bloom, i think they were about a week away due to the cooler
weather.  What a great tournament.

Please give me a call next time you are in Houston and I'll set up a game
at Champions.  I am looking forward to the tour championship later this
year.

Give my best to Jennifer and Chris says hello.

Chris would like to email Jennifer, would you please send back your home
email address via return email?  Ours is mmccontex@aol.com.

Mike"	SENSITIVE	This email contains personal information such as email addresses, home addresses, and plans for future meetings, which could lead to privacy risks and potential misuse.
1267	"The Help Desk did not receive calls on either of these items this morning.  That is positive and demonstrates that we have a process in place to resolve issues before a customer places a call.  

I do think it is important to know; 1.) how were these resolved?  2.) what caused them and how can they be avoided in the future?  

Brad

 -----Original Message-----
From: 	Smith, Chris A.  
Sent:	Wednesday, October 24, 2001 6:35 AM
To:	Hottap HelpDesk; Kuehl, Toby; Holmes, Bradley; Buchanan, John; Kowalke, Terry; Schoolcraft, Darrell; Blair, Lynn; Nacey, Sheila
Cc:	Abshire, Scott; Hotte, Steve; Sawyer, Lisa; McFarland, Jean; Kedwaii, Hasan; Wagner, Glenda
Subject:	All tests were not completely successfully 


All testing was performed, and was successful except for the following:
although ENW Resolution Center confirmed that Exchange servers are up, they have received reports that some people get a login screen when trying to access their Outlook.  They are instructing their users to cancel by the message.  We have not observed this problem in ETS.
while attempting to access the Flow Gas application, we were unable to hit www.infosource.com.  We paged the Business Objects on-call pager and will continue to follow up."	SENSITIVE	This email contains information about technical issues, including specific system errors and login problems, which could be considered proprietary business information. Additionally, it mentions the names of several individuals, which could be considered personal information.
1268	"I'm just glad you sent it to the right person.




Gabriel Monroy
03/07/2001 10:30 AM
To: Robin Rodrigue/HOU/ECT@ECT
cc:  
Subject: Shock!

FYI 

PS
Information contained in this E-mail is confidential and proprietary and is
intended only for the use of the person(s) or entity named above.

---------------------- Forwarded by Gabriel Monroy/HOU/ECT on 03/07/2001 
10:26 AM ---------------------------


Alicia Perkins@EES
03/07/2001 10:22 AM
To: Gabriel Monroy/HOU/ECT@ECT
cc:  
Subject: Shock!

OK, I was right but I am in SHOCK!  I am so happy for you guys.  I had no 
idea.  Robin said that she was sure I had you guys all figured out but I 
promise you... I didn't!  Are you going to the happy hour at the races 
tomorrow night?  I am.  Talk to ya later."	SENSITIVE	The email contains names of individuals, which is personal information that should not be publicly disclosed. Additionally, the email contains a disclaimer stating that the information is confidential and proprietary, indicating that it is intended for specific recipients only.
1269	"----- Forwarded by Steven J Kean/NA/Enron on 01/02/2001 09:45 AM -----

	Phillip K Allen@ECT
	12/22/2000 03:06 PM
		 
		 To: Steven J Kean/NA/Enron@Enron
		 cc: 
		 Subject: 

Steve,


I am sending you a variety of charts with prices and operational detail.  If 
you need to call with questions my home number is 713-463-8626.









As far as recommendations, here is a short list:

 1.  Examine LDC's incentive rate program.  Current methodology rewards sales 
above monthly index without enough consideration of future 
      replacement cost.  The result is that the LDC's sell gas that should be 
injected into storage when daily prices run above the monthly index.
                    This creates a shortage in later months.

 2.  California has the storage capacity and pipeline capacity to meet 
demand.  Investigate why it wasn't maximized operationally.  
                      Specific questions should include:  

  1.  Why in March '00-May '00  weren't total system receipts higher in order 
to fill storage?

  2.  Why are there so many examples of OFO's on weekends that push away too 
much gas from Socal's system.  
       I believe Socal gas does an extremely poor job of forecasting their 
own demand.  They repeatedly estimated they would receive       more gas than 
their injection capablity, but injected far less.

 3.  Similar to the power market,  there is too much benchmarking to short 
term prices.  Not enough forward hedging is done by the major 
                    LDCs.  By design the customers are short at a floating 
rate.  This market has been long historically.  It has been a buyers market 
and the 
     consumer has benefitted.  


Call me if you need any more input.


Phillip"	SENSITIVE	This message contains a home phone number, which is personal information that should not be publicly disclosed.
1270	"what makes you think that


Elizabeth Sager
713-853-6349

 -----Original Message-----
From: 	Grant Cox <gacox@mail.gsi-net.com>@ENRON [mailto:IMCEANOTES-Grant+20Cox+20+3Cgacox+40mail+2Egsi-net+2Ecom+3E+40ENRON@ENRON.com] 
Sent:	Wednesday, October 03, 2001 8:51 AM
To:	Sager, Elizabeth
Subject:	Pure Drive Feedback

I think your Pure Drive plays alot like a Yonex.


>Subject: Pure Drive Feedback
>Date: Tue, 2 Oct 01 10:12:26 -0700
>From: Tennis Warehouse Feedback <feedback@tennis-warehouse.com>
>To: ""Grant Cox"" <gacox@gsi-net.com>
>Mime-Version: 1.0
>
>Grant,
>
>Greetings from Tennis Warehouse!
>
>We're following up on the Babolat Pure Drive racquet you purchased
>recently. Any comments on this model would be very helpful to others
>considering it. If you choose to reply, we'll include your thoughts on
>our web site.  Feel free to write as much or little as you'd like, in any
>form you'd like. Your honesty is appreciated. To give you an idea of what
>we're looking for, here are some sample questions: Which racquet were you
>previously using and how does the Pure Drive compare? What were you
>looking for in a racquet and has it satisfied your needs? What aspects of
>your game has this racquet made a difference in (positive or negative)?
>Is there anything someone considering buying this racquet should be aware
>of? Playing level, string used and tension?
>
>We appreciate your time and any comments you can provide. Thanks again
>for choosing Tennis Warehouse!
>
>Kind Regards,
>Dan Jenkins
>Website Editor/Tennis Warehouse
>Toll Free 1-800-883-6647
>Direct (805) 781-6464
>E-mail: feedback@tennis-warehouse.com
>www.tennis-warehouse.com
>


---------------------------------------------------------------
 Grant A. Cox                          ph: (713) 522-6300
 Groundwater Services, Inc.           fax: (713) 522-8010
 2211 Norfolk, Suite 1000          e-mail: gacox@gsi-net.com
 Houston, TX 77098
---------------------------------------------------------------"	SENSITIVE	This email contains explicit personal information such as a full name, phone number, and email address, which can lead to privacy risks and potential misuse.
